PartNo,pollingStation,NTKVotes2019,TotalVotes,PolledVotes,NTKpercentage,BoothAdress,Panchayat,UnionBlocks,Hamlets,Male,Female,TotalVotes,ThirdGender,MainTownOrVillage ,Mandalam ,Birga ,PoliceStation,Taluk ,District,Pincode,PageNo ,Thoguthi ,Status ,OverlapPartNo ,Scope 
210-121,"அரசு உயா்நிலைப்பள்ளி, நம்புதாளை.",50,769,554,9,கிழக்குப்பக்கம் - கிழக்குப்பகுதி,நம்புதாளை,திருவாடனை ,"நம்புதாளை வார்டு 3
படையாச்சி தெரு மீனவர் காலணி (வார்டு 5)
",390,378,769,1,நம்புதாளை,நம்புதாளை,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,30,210,,,
210-122,"அரசு உயா்நிலைப்பள்ளி, நம்புதாளை.",11,1072,803,1.4,பழைய கட்டிடம் - தெற்குப்பகுதி,நம்புதாளை,திருவாடனை ,"நம்புதாளை படையாச்சியார் தெரு (வார்டு 4)
",571,501,1072,,நம்புதாளை,நம்புதாளை,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,39,210,,,
210-123,"அரசு உயா்நிலைப்பள்ளி, நம்புதாளை.",25,1130,672,3.7,பழைய கட்டிடம் - வடக்குப்பகுதி,நம்புதாளை,திருவாடனை ,"நம்புதாளை
நம்புதாளை
",577,553,1130,,நம்புதாளை,நம்புதாளை,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,41,210,,,
210-124,"ஊராட்சி ஒன்றிய நடு நிலைப்பள்ளி, கண்கொள்ளாப்பட்டிணம் (புதுப்பட்டிணம்)",12,641,348,3.4,கிழக்கு பகுதி,புதுப்பட்டிணம்,திருவாடனை ,புதுப்பட்டிணம் வார்டு 1,319,321,640,,புதுப்பட்டிணம்,புதுப்பட்டிணம்,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,25,210,,,
210-125,"ஊராட்சி ஒன்றிய நடு நிலைப்பள்ளி,  கண்கொள்ளாப்பட்டிணம் (புதுப்பட்டிணம்)",37,769,586,6.3,மேற்கு பகுதி,புதுப்பட்டிணம்,திருவாடனை ,"கண்கொள்ளாப்பட்டிணம் வார்டு 1, 2
வீரசங்கிலிமடம் வார்டு 2",374,394,769,1,புதுப்பட்டிணம்,புதுப்பட்டிணம்,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,30,210,,,
210-126,"ஊராட்சி ஒன்றிய நடு நிலைப்பள்ளி,  முள்ளிமுனை",24,1125,828,2.9,மேற்கு பகுதி,முள்ளிமுனை,திருவாடனை ,முள்ளிமுனை இந்து கடையர் பகுதி (வார்டு 1),572,553,1125,,முள்ளிமுனை,A. மனக்குடி ,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,41,210,,,
210-127,"ஊராட்சி ஒன்றிய நடு நிலைப்பள்ளி,  முள்ளிமுனை",15,562,433,3.5,கிழக்கு பகுதி,முள்ளிமுனை,திருவாடனை ,முள்ளிமுனை காலணி (வார்டு 2),277,288,565,,முள்ளிமுனை,A. மனக்குடி ,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,22,210,,,
210-128,"ரோமன் கத்தோலிக்க தொடக்கப்பள்ளி, காரங்காடு",46,442,317,14.5,கிழக்கு பகுதி,காரங்காடு,திருவாடனை ,காரங்காடு காலணி (வார்டு 1),220,222,442,,காரங்காடு,A. மனக்குடி ,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,19,210,,,
210-129,"ரோமன் கத்தோலிக்க தொடக்கப்பள்ளி, காரங்காடு",77,914,670,11.5,மேற்கு பகுதி,காரங்காடு,திருவாடனை ,காரங்காடு கிறிஸ்தவகடையர் தெரு (வார்டு 2),450,464,914,,காரங்காடு,A. மனக்குடி ,தொண்டி ,தொண்டி ,திருவாடனை ,இராமநாதபுரம் ,623403,34,210,,,
210-130,"ஊராட்சி ஒன்றிய நடுநிலைப்பள்ளி, இராதானூர் ",8,600,410,2,"புதிய கட்டிடம், மேற்கு பகுதி",இராதானூர்,R.S.மங்களம்,"முடிச்சிணார்கோட்டை
செட்டியேந்தல்
ஆவரேந்தல்
மேடாகோட்டை
திருவிருந்தாம்கோட்டை
தூக்கானாங்கரை",295,305,600,,இராதானூர்,,முதுகுளத்தூர் தெற்கு ,R.S. மங்களம் ,இராஜசிங்கமங்கலம் ,இராமநாதபுரம் ,623401,26,210,,,
210-131,"ஊராட்சி ஒன்றிய நடுநிலைப்பள்ளி, இராதானூர் ",17,613,400,4.3,"புதிய கட்டிடம், கிழக்கு பகுதி",இராதானூர்,R.S.மங்களம்,"இராதானூர்
திருக்குறிச்சி
ஒச்சன்வயல்
கோவில்வாசல்
ராஜலெட்சுமி நகர்",312,301,613,,இராதானூர்,,முதுகுளத்தூர் தெற்கு ,R.S. மங்களம் ,இராஜசிங்கமங்கலம் ,இராமநாதபுரம் ,623401,28,210,,,
210-132,"ஊராட்சி ஒன்றிய நடுநிலைப்பள்ளி, இராதானூர்.",87,971,661,13.2,கிழக்குக் கட்டிடம்,இராதானூர்,R.S.மங்களம்,"புளிச்சவயல்
செல்லையாபுரம்
பரஞ்சோதி வாசல்
பக்கத்தான்குடி
சித்தலூர்
முத்தவங்கோட்டை
ஏந்தக்கரை",496,474,970,,இராதானூர்,,முதுகுளத்தூர் தெற்கு ,R.S. மங்களம் ,இராஜசிங்கமங்கலம் ,இராமநாதபுரம் ,623401,39,210,,,
